mcs6as_3MBPP1r1_pr_counts	mcs6as_3MBPP1r1gb_counts	mcs6as_3MBPP1r1term_counts	mcs6as_3MBPP1r1pr_map	mcs6as_3MBPP1r1gb_map	mcs6as_3MBPP1r1term_map	mcs6as_3MBPP1r1pr_density	mcs6as_3MBPP1r1pr_densityRPKM	mcs6as_3MBPP1r1gb_density	mcs6as_3MBPP1r1gb_densityRPKM	mcs6as_3MBPP1r1pause_index_CI_low	mcs6as_3MBPP1r1pause_index_CI_high	mcs6as_3MBPP1r1pause_index_scaled	mcs6as_3MBPP1r1pause_index_CI_low_scaled	mcs6as_3MBPP1r1pause_index_CI_high_scaled	mcs6as_3MBPP1r1_ExpPR	mcs6as_3MBPP1r1_ExpGB	mcs6as_3MBPP1r1Fexact_Pval
SPBC8E4.12c	162	361	752	100	287	300	1.62	255.85582113846	1.25783972125436	198.657786877843	0.371205978105276	0.542326703825758	1.28792243767313	1.06536115716214	1.55647763997993	145	117	1
SPNCRNA.1695	0	6	1	100	1250	300	0	0	0.0048	0.758091321891735	0.0157393406208896	0.93492067967121	0	0.19674175776112	11.6865084958901	0	100	1
SPNCRNA.1696	129	1459	12	100	1462	300	1.29	203.737042758404	0.997948016415869	157.611610613321	0.0735324674408553	0.106244896490804	1.2926525017135	1.0750446739853	1.55330038669555	114	115	1
SPNCRNA.532	129	843	439	100	612	300	1.29	203.737042758404	1.37745098039216	217.548673868033	0.126568764824111	0.184896332533207	0.936512455516014	0.774600840723556	1.13156555510323	132	97	1
SPBPB2B2.06c	0	28	10	100	1989	300	0	0	0.0140774258421317	2.22332799281136	0.00327211992868732	0.176722244865318	0	0.0650824653815909	3.51500545037117	1	99	1
SPBPB2B2.07c	0	1	1	53	257	300	0	0	0.00389105058365759	0.614535766773456	0.120791776113059	17.3080587281839	0	0.585726159642569	83.9277564744013	0	53	1
SPBPB2B2.09c	35	215	3	100	1277	300	0.35	55.2774922212723	0.168363351605325	26.5905824534591	0.111972671918168	0.235631796417584	2.07883720930233	1.429891020395	3.00901804025255	19	116	1
SPBPB2B2.10c	12	40	3	100	1259	300	0.12	18.9522830472934	0.0317712470214456	5.01781388596594	0.149168280558776	0.591687704841695	3.777	1.87802865223499	7.44934820395693	3	109	1
SPBPB2B2.12c	0	29	2	100	3312	300	0	0	0.008756038647343	1.38289102347904	0.00315841214605714	0.170434554760817	0	0.104606610277412	5.64479245367827	0	100	1
SPNCRNA.1697	2	91	5	100	933	300	0.02	3.15871384121556	0.097534833869239	15.4042314871713	0.00374762910919515	0.0904296136287872	0.205054945054945	0.0349653795887908	0.843708295156584	9	93	1
SPBPB2B2.14c	0	0	0	24	28	0	0	0	0	0	NA	NA	NA	NA	NA	0	24	1
SPBPB2B2.17c	0	0	0	0	29	64	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.04c	0	0	0	35	70	24	0	0	0	0	NA	NA	NA	NA	NA	0	35	1
SPBCPT2R1.06c	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPCP20C8.03	2	2	6	88	441	300	0.0227272727272727	3.58944754683587	0.00453514739229025	0.716261641998994	0.101199373606884	9.88148408788154	5.01136363636364	0.507146860916315	49.5197100313155	0	90	1
SPCP20C8.04	1	0	1	100	36	300	0.01	1.57935692060778	0	0	0.0577765545925511	8.27870929775896	NA	0.0207995596533184	2.98033534719323	0	101	1
SPCC1884.01	0	13	9	100	1593	300	0	0	0.00816070307595731	1.28886628800384	0.00711390234765344	0.395564521747562	0	0.113324464398119	6.30134283143867	0	100	1
SPCC1884.02	2	540	37	100	3216	300	0.02	3.15871384121556	0.167910447761194	26.5190527713993	0.000639812417948817	0.0149886054835208	0.119111111111111	0.0205763673612339	0.482033552350028	14	88	1
SPNCRNA.1099	0	53	5	100	379	300	0	0	0.139841688654354	22.0859938765732	0.00172214121145853	0.0919284576549814	0	0.00652691519142784	0.34840885451238	12	88	1
SPNCRNA.1100	6	35	3	100	1169	300	0.06	9.47614152364668	0.029940119760479	4.72861353475383	0.0648817861530847	0.425764869777491	2.004	0.75846808012956	4.97719132769886	3	103	1
SPNCRNA.451	8	3	1	100	237	300	0.08	12.6348553648622	0.0126582278481013	1.99918597545289	0.647897384126659	12.6469102766747	6.32	1.53551680038018	29.9731773557189	1	107	1
SPCC757.04	2	500	22	100	2240	300	0.02	3.15871384121556	0.223214285714286	35.253502692138	0.000690850731246132	0.0161920496184274	0.0896	0.0154750563799134	0.362701911452773	18	84	1
SPNCRNA.452	0	0	3	100	454	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC757.06	1	7	7	100	271	300	0.01	1.57935692060778	0.025830258302583	4.07951972112711	0.00660323359662749	1.14229470290644	0.387142857142857	0.0178947630468605	3.09561864487644	2	99	1
SPNCRNA.453	0	16	1	100	1338	300	0	0	0.0119581464872945	1.88861814123501	0.00576104614150375	0.317064970660191	0	0.0770827973733202	4.24232930743335	1	99	1
SPCC757.08	12	284	4	100	1451	300	0.12	18.9522830472934	0.195727084769125	30.9122925880503	0.022602516035065	0.0771237080536477	0.613098591549296	0.327962507668793	1.11906500385843	18	94	1
SPCC757.10	3	159	3	100	1034	300	0.03	4.73807076182334	0.153771760154739	24.2860493594427	0.00481789154885185	0.0609330816853538	0.195094339622641	0.0498169986151281	0.630048064626558	13	90	1
SPCC757.12	133	4251	198	100	2447	300	1.33	210.054470440835	1.73722926031876	274.370505496677	0.026222602306188	0.037305012772737	0.765586920724535	0.64166707843242	0.912853662548875	147	86	1
SPNCRNA.454	2	83	116	100	1337	300	0.02	3.15871384121556	0.0620792819745699	9.80453436128989	0.00410270303018353	0.0993360932693825	0.322168674698795	0.0548531395135538	1.32812356701164	5	97	1
SPCC757.13	7	252	27	100	2442	300	0.07	11.0554984442545	0.103194103194103	16.298032104552	0.0120370304888383	0.0607278715493373	0.678333333333333	0.293944284537432	1.48297462323482	10	97	1
SPCC613.01	31	200	21	100	1399	300	0.31	48.9600645388412	0.142959256611866	22.5783691294894	0.104167744051437	0.229413630923043	2.16845	1.45730673927961	3.20949669661338	16	115	1
SPCC613.02	23	503	11	100	1815	300	0.23	36.325209173979	0.277134986225895	43.769505843841	0.0293835810668306	0.0705218015449626	0.829920477137177	0.533311996362976	1.27997069804107	26	97	1
SPCC613.03	12	956	9	100	2946	300	0.12	18.9522830472934	0.324507807196198	51.2513651086571	0.00677533468705182	0.0226969174803762	0.36979079497908	0.199601359880547	0.668651188971882	27	85	1
SPCC613.06	80	1979	669	100	702	300	0.8	126.348553648622	2.81908831908832	445.234664655669	0.0321107306632475	0.0508209378670256	0.28377968671046	0.225417329255997	0.356762983826519	132	48	1
SPCC613.07	14	373	34	100	1553	300	0.14	22.1109968885089	0.240180296200901	37.933041299852	0.0211363873491837	0.0653961383632518	0.582895442359249	0.328248095532823	1.0156020287813	22	92	1
SPCC613.08	27	595	111	100	1104	300	0.27	42.6426368564101	0.538949275362319	85.1193267900027	0.0302288344754231	0.0676418645013344	0.500974789915966	0.333726332608671	0.746766184094731	44	83	1
SPCC613.09	7	166	430	100	1834	300	0.07	11.0554984442545	0.0905125408942203	14.2951607863082	0.0181690257698777	0.0927575621297555	0.773373493975904	0.333219932619557	1.70117368945972	8	99	1
SPCC613.10	26	1083	63	100	1384	300	0.26	41.0632799358023	0.782514450867052	123.586961345248	0.0159313752525582	0.0359056651753823	0.332262234533703	0.220490233495406	0.496934406027291	55	71	1
SPNCRNA.1105	2	64	142	100	3552	300	0.02	3.15871384121556	0.018018018018018	2.84568814523924	0.00529396749921369	0.129663211239235	1.11	0.18804172557207	4.60563726321764	1	101	1
SPCC330.02	79	538	69	100	1992	300	0.79	124.769196728015	0.270080321285141	42.655322454166	0.115102880426093	0.187083908662203	2.92505576208178	2.29284937808777	3.72671146055109	38	141	2.74014275360253e-07
SPNCRNA.1106	43	56	11	100	504	288	0.43	67.9123475861346	0.111111111111111	17.5484102289753	0.50655467609724	1.16266180027381	3.87	2.55303556753009	5.85981547338	14	129	7.19837422489645e-05
SPNCRNA.1107	3	14	15	100	193	300	0.03	4.73807076182334	0.0725388601036269	11.4564750717663	0.0490202656367911	0.791973133215248	0.413571428571429	0.0946091126790069	1.52850814710543	6	97	1
SPNCRNA.1108	0	7	0	100	640	154	0	0	0.0109375	1.72742163191476	0.0134151780994594	0.782741335671289	0	0.0858571398365404	5.00954454829625	1	99	1
SPNCRNA.1109	0	2	4	33	357	258	0	0	0.00560224089635854	0.88479379305758	0.0514242900386907	4.05388820080272	0	0.556317319509473	43.8556996268658	0	33	1
SPCC330.20	8	85	16	100	215	300	0.08	12.6348553648622	0.395348837209302	62.4396922100751	0.0422691565504189	0.20083416053001	0.202352941176471	0.0908786865834006	0.431793445139522	30	78	1
SPNCRNA.1111	7	81	50	100	671	300	0.07	11.0554984442545	0.120715350223547	19.0652623799151	0.0365971710681345	0.193685229500198	0.579876543209876	0.245567017867182	1.29962788994633	11	96	1
SPCC330.08	71	734	1077	100	2689	300	0.71	112.134341363152	0.27296392711045	43.1107467358167	0.0752192884145383	0.124195535908418	2.60107629427793	2.02264666546693	3.33961796057736	36	135	4.91761020722172e-05
SPCC330.09	44	1497	65	100	2057	300	0.44	69.4917045067424	0.727758872143899	114.939101125418	0.0215126168559359	0.0400213941804408	0.604595858383434	0.442514528726601	0.823240078291667	60	84	1
SPCC330.10	18	350	23	100	1129	300	0.18	28.4284245709401	0.310008857395926	48.9614634377966	0.031031883052921	0.0841374178624898	0.580628571428571	0.350349959667478	0.94991144766751	27	91	1
SPCC330.11	34	1021	12	100	3977	300	0.34	53.6981353006645	0.256726175509178	40.5462261991588	0.023285042016279	0.0473866272095061	1.32436826640548	0.926046120987418	1.88456616412206	27	107	1
SPCC330.13	29	170	10	100	780	300	0.29	45.8013506976256	0.217948717948718	34.4218816029901	0.112713021481874	0.256683958626592	1.33058823529412	0.87916156755862	2.00213487728742	23	106	1
SPNCRNA.456	1	0	16	100	2	300	0.01	1.57935692060778	0	0	0.0577765545925511	8.27870929775896	NA	0.00115553109185102	0.165574185955179	0	101	1
SPCC320.13c	14	213	12	100	1210	300	0.14	22.1109968885089	0.17603305785124	27.8019028173105	0.0367256314652367	0.11545297454846	0.795305164319249	0.444380140729364	1.39698099203636	17	97	1
SPCC320.11c	10	607	43	100	1042	300	0.1	15.7935692060778	0.582533589251439	92.0028455670751	0.00832559378099648	0.0315764560475008	0.17166392092257	0.0867526871979833	0.329026672014959	40	70	1
SPNCRNA.1113	1	8	2	100	1419	300	0.01	1.57935692060778	0.00563777307963354	0.890405593013548	0.00586171689225921	0.973546520057376	1.77375	0.0831777627011582	13.8146251196142	0	101	1
SPNCRNA.1114	4	126	91	100	170	300	0.04	6.31742768243112	0.741176470588235	117.058218821518	0.0100012476543048	0.0889688700407363	0.053968253968254	0.0170021210123182	0.151247079069252	44	60	1
SPCC320.07c	0	4	3	100	2085	300	0	0	0.00191846522781775	0.302994133449934	0.0240893601812892	1.52670069174082	0	0.50226315977988	31.8317094227961	0	100	1
SPCC320.04c	17	274	24	100	2465	300	0.17	26.8490676503323	0.111156186612576	17.5555292594942	0.0367572939084812	0.103270193131742	1.5293795620438	0.906067294844062	2.54561026069743	11	106	1
SPNCRNA.1115	2	1612	12	100	3500	240	0.02	3.15871384121556	0.460571428571429	72.7406673148498	0.000214708184134745	0.00500977809026168	0.043424317617866	0.00751478644471609	0.175342233159159	32	70	1
SPNCRNA.458	2	284	40	100	2568	300	0.02	3.15871384121556	0.110591900311526	17.4664083120175	0.0012136414735753	0.0285859668588614	0.180845070422535	0.0311663130414137	0.734087628935561	10	92	1
SPCC1235.01	162	1655	66	100	2120	300	1.62	255.85582113846	0.780660377358491	123.294136962541	0.0830134056660777	0.11536849543407	2.07516616314199	1.75988420012085	2.44581210320228	114	148	7.6077092051542e-05
SPCC1235.02	29	1476	453	100	1888	300	0.29	45.8013506976256	0.781779661016949	123.470911801752	0.0133518927247609	0.0287274778165894	0.370948509485095	0.252083734643487	0.542374781177208	56	73	1
SPCC1235.03	15	450	24	100	1629	300	0.15	23.6903538091167	0.276243093922652	43.6286442156846	0.0191901743240425	0.0569140718777644	0.543	0.312607939738653	0.927130230888781	24	91	1
SPNCRNA.1117	4	15	25	100	539	300	0.04	6.31742768243112	0.0278293135435993	4.39524189408473	0.0749300695813891	0.855217779850123	1.43733333333333	0.403873075043687	4.60962383339216	2	102	1
SPCC1235.16	0	249	61	55	1458	300	0	0	0.170781893004115	26.9725564630547	0.000365347368350029	0.0193041167059016	0	0.00968502660098803	0.511734584676446	8	47	1
SPCC1235.06	22	265	18	100	1117	300	0.22	34.7458522533712	0.237242614145031	37.4690764513037	0.0523617822254351	0.130397432175715	0.927320754716981	0.584881107458111	1.45653931740274	23	99	1
SPCC1235.07	2	79	21	100	1330	300	0.02	3.15871384121556	0.0593984962406015	9.38114261112892	0.00430672637634489	0.104481113335973	0.336708860759494	0.0572794608053871	1.38959880736843	5	97	1
SPCC1235.09	64	440	25	100	1963	300	0.64	101.078842918898	0.224146714212939	35.40076643237	0.110891043333893	0.190448847068113	2.85527272727273	2.17679118064433	3.73851086794707	30	134	1.37711740715663e-05
SPCC1235.11	67	1790	131	100	1324	300	0.67	105.816913680721	1.35196374622356	213.523329900901	0.0290943843522521	0.0480678759350957	0.495575418994413	0.385209648823818	0.636418677380668	95	72	1
SPCC1235.13	1	7	0	68	1749	300	0.0147058823529412	2.32258370677615	0.00400228702115495	0.632103970511976	0.00660323359662749	1.14229470290644	3.67436974789916	0.169839052360316	29.3804916968141	0	69	1
SPCC1235.18	0	15	1203	100	1624	300	0	0	0.00923645320197044	1.45876562864019	0.00615095181701504	0.339527058120729	0	0.0998914575083243	5.51391942388064	0	100	1
SPCC1235.14	84	835	70	100	1539	300	0.84	132.665981331054	0.542560103963613	85.6896055040609	0.0798453336454923	0.126590895387328	1.54821556886228	1.22881968480413	1.94823388001097	64	120	1
SPCC1235.15	94	736	67	100	1556	300	0.94	148.459550537131	0.473007712082262	74.7048003577973	0.102416096622209	0.159107133914975	1.98728260869565	1.59359446344158	2.475707003717	62	132	0.0284680011586077
SPCC548.04	31	340	0	100	2221	300	0.31	48.9600645388412	0.153084196307969	24.1774584874671	0.0619734198128976	0.133396772309401	2.02502941176471	1.37642965404446	2.96274231299179	17	114	1
SPNCRNA.1120	0	19	1	100	1134	300	0	0	0.0167548500881834	2.64618884405184	0.00484054272324269	0.264551414760663	0	0.0548917544815721	3.00001304338592	1	99	1
SPNCRNA.1121	0	8	0	100	2053	300	0	0	0.00389673648319532	0.615433773251936	0.0116892782926356	0.673070909790981	0	0.239980883347808	13.8181457780088	0	100	1
SPCC1529.01	2	237	13	100	2567	300	0.02	3.15871384121556	0.0923256719906506	14.5815189008198	0.00145287114085247	0.0342983551762069	0.21662447257384	0.037295202185683	0.88043877737323	8	94	1
SPCC794.02	0	74	25	100	2313	300	0	0	0.0319930825767402	5.05284963791508	0.00123194994651341	0.0655194206443666	0	0.0284950022628551	1.5154641995042	3	97	1
SPCC794.03	26	100	4	100	1841	300	0.26	41.0632799358023	0.0543183052688756	8.57879913420848	0.164849811719709	0.407475146015856	4.7866	3.03488503375984	7.50161743815191	6	120	5.64265229726892e-05
SPCC794.16	0	24	11	100	1420	300	0	0	0.0169014084507042	2.66933564046385	0.0038226010111885	0.207313917589234	0	0.0542809343588767	2.94385762976713	1	99	1
SPNCRNA.1122	1	1	2	100	481	300	0.01	1.57935692060778	0.00207900207900208	0.32834863214299	0.027408528703162	36.4849938072245	4.81	0.131835023062209	175.49282021275	0	101	1
SPCC794.06	19	585	66	100	2958	300	0.19	30.0077814915478	0.197768762677485	31.2347464014723	0.0199707506973886	0.0521883070043231	0.960717948717949	0.590734805628755	1.54373012118788	19	100	1
SPCC794.07	119	1741	173	100	1841	300	1.19	187.943473552326	0.945681694731124	149.35689292657	0.0565067681420549	0.082617855337731	1.25835152211373	1.04028960149523	1.52099471676763	106	113	1
SPCC794.08	168	1260	38	100	2416	123	1.68	265.331962662107	0.521523178807947	82.36712417077	0.113121292601746	0.15709037823587	3.22133333333333	2.73301042925819	3.79530353817861	91	177	4.40980018642024e-16
SPCC794.10	14	528	17	100	1824	300	0.14	22.1109968885089	0.289473684210526	45.7182266491726	0.0149776517911284	0.0460510099841022	0.483636363636364	0.273192368670182	0.839970422110024	25	89	1
SPCC794.15	3	246	322	100	773	300	0.03	4.73807076182334	0.318240620957309	50.2615527127444	0.00312648338973851	0.039198650931251	0.0942682926829268	0.0241677166026787	0.30300557169857	24	79	1
SPCC553.12c	586	727	29	100	1292	300	5.86	925.503155476159	0.562693498452012	88.8693870961189	0.721868608641951	0.900036940599844	10.4141953232462	9.326542423654	11.62847727255	247	439	3.21517332587328e-115
SPCC553.11c	36	611	42	100	1150	300	0.36	56.8568491418801	0.531304347826087	83.9119198688134	0.0414546432276921	0.0833650365616163	0.677577741407529	0.476728397118459	0.958697920458588	47	89	1
SPNCRNA.1125	12	67	26	100	427	300	0.12	18.9522830472934	0.156908665105386	24.7814786137521	0.0920632802069059	0.34092750821653	0.764776119402985	0.393110206483488	1.45576046008458	15	97	1
SPCC553.09c	8	419	79	100	2283	300	0.08	12.6348553648622	0.18353044240035	28.9860074347201	0.00881432743170043	0.039558726641724	0.435894988066826	0.201231095265721	0.903125729230559	16	92	1
SPCC553.08c	37	940	87	100	3144	300	0.37	58.4362060624879	0.298982188295165	47.2199588222428	0.027924184457569	0.0552408457378212	1.23753191489362	0.877936359345968	1.7367721899971	31	106	1
SPCC553.07c	13	152	6	100	1666	300	0.13	20.5316399679011	0.0912364945978391	14.4094989155092	0.0464041813826077	0.154408992668367	1.42486842105263	0.773093661834244	2.57245381785499	9	104	1
SPNCRNA.1128	6	68	3	100	798	300	0.06	9.47614152364668	0.0852130325814536	13.4581792733495	0.0345447695756504	0.211044972313786	0.704117647058824	0.27566726121369	1.68413887906401	8	98	1
SPNCRNA.1129	8	127	84	100	948	300	0.08	12.6348553648622	0.133966244725738	21.1580515735431	0.0286117183009633	0.132795542838807	0.597165354330709	0.271239089493132	1.25890174611189	12	96	1
SPCC553.01c	25	467	52	100	2382	300	0.25	39.4839230151945	0.196053736356003	30.9638825324867	0.0350072639313707	0.0812215589662689	1.27516059957173	0.833873026845249	1.93469753457653	20	105	1
SPCC736.02	3	231	16	100	1031	300	0.03	4.73807076182334	0.224054316197866	35.3861734879144	0.00332791864843304	0.041767357065557	0.133896103896104	0.0343108412653447	0.430621451345893	18	85	1
SPCC736.05	6	89	15	100	1844	300	0.06	9.47614152364668	0.0482646420824295	7.62270964935426	0.0266245543641611	0.159711288582514	1.24314606741573	0.490956782475131	2.94507616146155	4	102	1
SPNCRNA.462	4	3	10	100	43	300	0.04	6.31742768243112	0.0697674418604651	11.0187692135427	0.253716790119337	7.46861872267986	0.573333333333333	0.109098219751315	3.21150605075234	6	98	1
SPCC736.06	4	398	8	100	4099	300	0.04	6.31742768243112	0.097096852890949	15.3350586582556	0.00320243663043668	0.0278058829474143	0.411959798994975	0.131267877481599	1.13976314201451	9	95	1
SPCC736.08	8	1094	3	100	3162	300	0.08	12.6348553648622	0.345983554712207	54.6431521551206	0.00339084325932059	0.0150798638218949	0.231224862888483	0.107218463859717	0.476825294048318	27	81	1
SPNCRNA.1131	0	5	29	100	338	300	0	0	0.014792899408284	2.33632680563281	0.0190383591688732	1.16008855872718	0	0.0643496539907914	3.92109932849788	1	99	1
SPCC736.11	12	1113	14	100	2792	300	0.12	18.9522830472934	0.398638968481375	62.9593213695007	0.00582275713322239	0.019484298114517	0.301024258760108	0.162571379159569	0.544001603357315	31	81	1
SPCC736.14	3	524	36	100	3900	300	0.03	4.73807076182334	0.134358974358974	21.220077599961	0.00147350501200199	0.0183184990784957	0.223282442748092	0.0574666954680775	0.714421464061332	12	91	1
SPCC736.15	45	3851	775	100	2405	300	0.45	71.0710614273501	1.6012474012474	252.894116476531	0.00860710273694661	0.0158117757637577	0.281030901064659	0.207000820823566	0.380273207118373	89	56	1
SPCC594.01	1	2965	68	100	5322	300	0.01	1.57935692060778	0.557121382938745	87.9893511762884	1.76000705777871e-05	0.0021916322723162	0.0179494097807757	0.00093667575614983	0.116638669532668	36	65	1
SPCC594.03	0	60	3	100	1012	300	0	0	0.0592885375494071	9.36377620913704	0.00152047587690972	0.0810402206892091	0	0.0153872158743264	0.820127033374796	5	95	1
SPCC1682.01	39	1549	68	100	593	300	0.39	61.5949199037034	2.61214165261383	412.55039966635	0.0180707753663335	0.0349361201785782	0.149302775984506	0.107159697922358	0.207171192658969	100	39	1
SPCC1682.04	202	659	1	100	2845	183	2.02	319.030097962772	0.231634446397188	36.5833465968551	0.260985014461394	0.359912377960902	8.7206373292868	7.42502366142666	10.2395071529877	56	246	5.76420472311412e-63
SPCC1682.06	0	77	28	66	860	300	0	0	0.0895348837209302	14.1407538240464	0.0011838127111161	0.0629364895177057	0	0.0154254383569674	0.820081530079195	5	61	1
SPCC1682.07	18	957	11	100	1657	300	0.18	28.4284245709401	0.577549788774894	91.2157255897191	0.0114403134156456	0.0305190004937187	0.31166144200627	0.189565993297248	0.505699838180919	43	75	1
SPNCRNA.579	0	9	9	100	471	300	0	0	0.0191082802547771	3.01787946612952	0.0103569347612096	0.590306163886248	0	0.048781162725297	2.78034203190423	1	99	1
SPNCRNA.1136	4	138	15	100	654	300	0.04	6.31742768243112	0.211009174311927	33.3258799761275	0.009144719726075	0.0810999076883964	0.189565217391304	0.0598064670085305	0.530393396282112	18	86	1
SPCC1682.10	103	1308	242	100	1199	300	1.03	162.673762822601	1.09090909090909	172.293482248122	0.0640899424266275	0.0966654501840707	0.944166666666667	0.768438409695264	1.15901874770701	105	98	1
SPNCRNA.02	0	1	5	100	237	300	0	0	0.00421940928270042	0.666395325150962	0.120791776113059	17.3080587281839	0	0.28627650938795	41.0200991857959	0	100	1
SPNCRNA.1137	0	25	27	100	2096	300	0	0	0.0119274809160305	1.88377495301501	0.00366831680942558	0.19871450933181	0	0.0768879203255601	4.16505611559475	1	99	1
SPCC1682.13	1	198	56	100	1299	300	0.01	1.57935692060778	0.152424942263279	24.0733387436752	0.000262436967036227	0.0330422880248288	0.0656060606060606	0.00340905620180059	0.429219321442526	13	88	1
SPCC1682.14	81	404	256	100	484	300	0.81	127.92791056923	0.834710743801653	131.830618992881	0.156761732963384	0.256120026320032	0.97039603960396	0.758726787542779	1.23962092738895	82	99	1
SPCC1682.15	43	1490	117	100	2831	300	0.43	67.9123475861346	0.526315789473684	83.1240484530411	0.0210449451102464	0.0394355358340926	0.817	0.595782396071077	1.11642001946316	49	94	1
SPCC1682.16	117	957	32	100	1802	300	1.17	184.78475971111	0.531076581576027	83.875947448482	0.100413723945638	0.148742707098078	2.20307210031348	1.80945530550039	2.68034358190737	75	142	0.000131358875403947
SPCC306.10	0	1	0	56	483	221	0	0	0.0020703933747412	0.326989010477801	0.120791776113059	17.3080587281839	0	1.04182906897513	149.282006530586	0	56	1
SPCC306.11	15	277	81	100	1656	300	0.15	23.6903538091167	0.167270531400966	26.4179871381857	0.0310017341413976	0.0929961661200916	0.896750902527076	0.513388717381544	1.54001651094872	16	99	1
SPNCRNA.1138	0	143	0	100	3228	300	0	0	0.0442998760842627	6.99653158757474	0.000636586070427234	0.033704460224544	0	0.0205489983533911	1.08797997604828	4	96	1
SPCC4G3.15c	9	703	57	100	1187	300	0.09	14.21421228547	0.592249368155013	93.5373138321204	0.0062196292967881	0.0253841890227181	0.151963015647226	0.0738269997528747	0.301310323699663	40	69	1
SPCC4G3.13c	28	572	65	100	1188	300	0.28	44.2219937770179	0.481481481481481	76.0431109922265	0.0328385517646812	0.0724856955074754	0.581538461538462	0.390121994964413	0.861130062628808	41	87	1
SPCC4G3.12c	36	821	100	100	3213	300	0.36	56.8568491418801	0.25552443199502	40.3564280055707	0.0309301406299147	0.0618805772276531	1.40886723507917	0.993785418439159	1.98822294632449	27	109	1
SPCC4G3.10c	27	848	45	100	2819	300	0.27	42.6426368564101	0.300815892160341	47.5095661112238	0.0212671084919057	0.0473312353166033	0.897558962264151	0.599519788386822	1.33426752357505	29	98	1
SPCC4G3.09c	62	1334	89	100	2527	300	0.62	97.9201290776824	0.52789869410368	83.3740455912457	0.0357143251443535	0.0603611472754079	1.17446776611694	0.902500996397812	1.52532619164956	55	107	1
SPCC4G3.07c	37	533	761	100	1852	300	0.37	58.4362060624879	0.287796976241901	45.4534146157639	0.0490004967061787	0.0979206595771756	1.28562851782364	0.907489198998429	1.81349061536929	30	107	1
SPCC4G3.06c	135	389	196	100	341	300	1.35	213.21318428205	1.14076246334311	180.167109125052	0.283935975659533	0.423972826464485	1.18341902313625	0.968221676999008	1.44574733824389	125	110	1
SPCC4G3.05c	65	333	421	100	1880	300	0.65	102.658199839506	0.177127659574468	27.9747794979995	0.148258872382977	0.256557352863669	3.66966966966967	2.78726680079997	4.82327823383697	24	141	2.55420758654631e-09
SPCC4G3.04c	75	645	52	100	1170	300	0.75	118.451769045584	0.551282051282051	87.0671122899161	0.0908562640809001	0.148600984198666	1.36046511627907	1.06301828974653	1.73863151512439	62	113	1
SPNCRNA.1140	0	25	1	100	1712	300	0	0	0.0146028037383178	2.30630391443893	0.00366831680942558	0.19871450933181	0	0.0628015837773659	3.4019923997606	1	99	1
SPCC364.04c	11	454	5	100	2456	293	0.11	17.3729261266856	0.18485342019544	29.1949528483686	0.0126453389152792	0.0451642224603842	0.595066079295154	0.310569523759257	1.10923330362704	17	94	1
SPCC364.02c	12	264	38	100	1134	300	0.12	18.9522830472934	0.232804232804233	36.768097622615	0.0242914221045209	0.0830499470496617	0.515454545454545	0.275464726665267	0.941786399543164	21	91	1
SPCC970.11c	0	0	0	13	673	67	0	0	0	0	NA	NA	NA	NA	NA	0	13	1
SPCC970.10c	18	602	19	100	3179	300	0.18	28.4284245709401	0.189367725699906	29.9079228123902	0.0181370217092617	0.0486526773188559	0.950531561461794	0.576575920137429	1.54666861196643	18	100	1
SPCC970.07c	61	259	20	100	1916	300	0.61	96.3407721570746	0.13517745302714	21.3493445948547	0.17639542330284	0.313901513912108	4.51258687258687	3.37973631048241	6.01435300655599	19	142	6.00818789221764e-12
SPCC970.04c	6	1351	166	100	2602	300	0.06	9.47614152364668	0.519215987701768	82.0027363466991	0.00180186528108912	0.0102168709469506	0.115558845299778	0.0468845346139389	0.265842982039655	36	70	1
SPNCRNA.1142	0	89	232	100	594	300	0	0	0.14983164983165	23.6637653087698	0.00102379729694063	0.0543638405446951	0	0.00608135594382732	0.322921212835489	13	87	1
SPCC10H11.01	42	1002	38	100	3186	300	0.42	66.3329906655268	0.314500941619586	49.6709238684556	0.0303850697187105	0.0576142711994644	1.33544910179641	0.968068321238117	1.83559068041494	33	109	1
SPCC10H11.02	13	76	26	100	881	300	0.13	20.5316399679011	0.0862656072644722	13.6244183843577	0.0906332189874498	0.316611122933148	1.50697368421053	0.798478659279433	2.78934399304103	8	105	1
SPCP31B10.02	7	192	8	100	456	300	0.07	11.0554984442545	0.421052631578947	66.4992387624329	0.0157441895664126	0.0800016248152438	0.16625	0.0717935044228412	0.364807409157511	31	76	1
SPCP31B10.04	24	469	60	100	1296	300	0.24	37.9045660945867	0.361882716049383	57.1541972040933	0.0331714661401604	0.0782841068625082	0.66319829424307	0.429902201176479	1.01456202493811	32	92	1
SPCP31B10.05	11	228	3	100	2234	300	0.11	17.3729261266856	0.102059086839749	16.1187725111269	0.0249895188318919	0.0906499076945095	1.07780701754386	0.558265850704465	2.02511893789534	10	101	1
SPCP31B10.06	19	249	411	100	4346	128	0.19	30.0077814915478	0.0572940635066728	9.04877757090054	0.0464360088018574	0.123924330794751	3.31622489959839	2.01810894252872	5.38575141633986	6	113	0.214938273836135
