V4	ePRO_Lsk1as_Cdk9as_3MBPP1r1_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1term_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1term_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_density	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_density	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1r1_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1r1Fexact_Pval
SPNCRNA.1208	2	46	3	100	1824	300	0.02	6.85934333448456	0.025219298245614	8.64939126607154	0.00730283643198064	0.182405882134092	0.79304347826087	0.133203736519327	3.32708329012584	2	100	1
SPNCRNA.1209	6	25	4	100	539	300	0.06	20.5780300034537	0.0463821892393321	15.9075680298807	0.0884284041294287	0.614451905742255	1.2936	0.476629098257621	3.31189577195076	4	102	1
SPNCRNA.121	0	0	1	100	26	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1210	12	7	4	100	1268	300	0.12	41.1560600069074	0.0055205047318612	1.89335186677413	0.62953253810462	4.80382351452949	21.7371428571429	7.98247258316658	60.9124821642339	0	112	8.93558209219337e-06
SPNCRNA.1211	14	63	1	100	1294	300	0.14	48.0154033413919	0.0486862442040185	16.6977832330961	0.119119894365575	0.407706204033015	2.87555555555556	1.54141143309053	5.27571828018721	5	109	1
SPNCRNA.1212	4	61	6	100	2923	300	0.04	13.7186866689691	0.0208689702360588	7.15737159431334	0.0203012769644196	0.187466910912225	1.91672131147541	0.593406325669986	5.47965780596433	2	102	1
SPNCRNA.1213	4	42	2	100	1551	300	0.04	13.7186866689691	0.0270793036750484	9.28731205829631	0.029046161269645	0.277026853875976	1.47714285714286	0.450505961292194	4.29668650361638	2	102	1
SPNCRNA.1214	0	27	9	100	1689	300	0	0	0.0159857904085258	5.48260124425942	0.00339432100419189	0.183491530730493	0	0.0573300817608011	3.09917195403802	1	99	1
SPNCRNA.1215	0	85	5	100	2051	300	0	0	0.0414431984397855	14.2136563488832	0.0010721024831893	0.0569495677054597	0	0.0219888219302125	1.16803563363898	3	97	1
SPNCRNA.1216	4	14	2	100	304	300	0.04	13.7186866689691	0.0460526315789474	15.7945405728263	0.0795907815169477	0.92609145582224	0.868571428571429	0.241955975811521	2.81531802569961	4	100	1
SPNCRNA.1217	1	93	0	100	3382	300	0.01	3.42967166724228	0.027498521584861	9.43109003706481	0.00055587983277834	0.070927644740107	0.363655913978495	0.0187998559445635	2.39877294511042	2	99	1
SPNCRNA.1218	2	21	83	100	1378	300	0.02	6.85934333448456	0.0152394775036284	5.22664042177706	0.0154410000460713	0.418616073048669	1.31238095238095	0.212776980634862	5.76852948661066	1	101	1
SPNCRNA.1219	0	0	0	100	875	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.122	15	3	105	100	71	300	0.15	51.4450750086342	0.0422535211267606	14.4915704249674	1.366037699097	21.6912589930394	3.55	0.96988676635887	15.400793885058	4	111	1
SPNCRNA.1220	8	46	57	100	349	300	0.08	27.4373733379382	0.131805157593123	45.2048414593538	0.0759372133709383	0.382613704101175	0.606956521739131	0.265020874664575	1.3353218273131	12	96	1
SPNCRNA.1221	0	0	0	100	172	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1222	0	7	1	100	923	300	0	0	0.0075839653304442	2.60105110191722	0.0134151780994594	0.782741335671289	0	0.123822093858011	7.22470252824599	0	100	1
SPNCRNA.1223	0	4	0	100	1499	300	0	0	0.00266844563042028	0.91518923742289	0.0240893601812892	1.52670069174082	0	0.361099509117525	22.8852433691949	0	100	1
SPNCRNA.1224	1	2	0	100	979	300	0.01	3.42967166724228	0.00204290091930541	0.700647940192499	0.0179700152612445	6.97865092307548	4.895	0.175926449407584	68.320992536909	0	101	1
SPNCRNA.1225	47	11	16	100	853	300	0.47	161.194568360387	0.0128956623681125	4.42278878542381	2.14326548852767	8.7222379513365	36.4463636363636	18.282054617141	74.4006897249004	1	146	1.50551736817244e-28
SPNCRNA.1226	0	91	5	100	3633	300	0	0	0.0250481695568401	8.5906997445375	0.00100124109054505	0.0531570720799907	0	0.0363750888195018	1.93119642866606	2	98	1
SPNCRNA.1227	1	71	25	100	3647	300	0.01	3.42967166724228	0.0194680559363861	6.67690398613112	0.000725955406878332	0.093351986141379	0.513661971830986	0.0264755936888528	3.40454693457609	1	100	1
SPNCRNA.1228	0	19	22	100	1584	300	0	0	0.0119949494949495	4.11387384328304	0.00484054272324269	0.264551414760663	0	0.0766741967361642	4.19049440980891	1	99	1
SPNCRNA.1229	3	12	4	100	985	300	0.03	10.2890150017268	0.0121827411167513	4.17828020374694	0.0561284050394271	0.94654079953273	2.4625	0.552864789638357	9.32342687539739	1	102	1
SPNCRNA.123	15	18	34	100	250	300	0.15	51.4450750086342	0.072	24.6936360041444	0.399237274380718	1.73257770333894	2.08333333333333	0.998093185951794	4.33144425834736	7	108	1
SPNCRNA.1230	0	33	19	100	953	300	0	0	0.0346274921301154	11.8760928666312	0.0027729657495468	0.149200036234492	0	0.026426363593181	1.42187634531471	3	97	1
SPNCRNA.1231	2	6	5	100	1003	300	0.02	6.85934333448456	0.00598205383848455	2.05164805617684	0.0466205767516236	1.81092198049589	3.34333333333333	0.467604384818784	18.1635474643738	0	102	1
SPNCRNA.1232	0	32	2	100	770	300	0	0	0.0415584415584416	14.2531809547731	0.00286022979559656	0.15399674612007	0	0.0220237694260935	1.18577494512454	3	97	1
SPNCRNA.1233	0	16	55	100	833	300	0	0	0.0192076830732293	6.58760464296236	0.00576104614150375	0.317064970660191	0	0.0479895143587262	2.64115120559939	1	99	1
SPNCRNA.1234	1	125	3	100	2393	300	0.01	3.42967166724228	0.0522356874216465	17.9151257168945	0.000414597968080589	0.0525615288383548	0.19144	0.0099213293761685	1.25779738510183	5	96	1
SPNCRNA.1235	0	66	0	100	4160	300	0	0	0.0158653846153846	5.44130601052862	0.00138178273757893	0.0735710521596386	0	0.0574821618832836	3.06055576984097	1	99	1
SPNCRNA.1236	121	221	263	100	426	300	1.21	414.990271736316	0.518779342723005	177.924281328766	0.43597027714102	0.687298222848364	2.33239819004525	1.85723338062075	2.92789042933403	75	146	0.000408428093521924
SPNCRNA.1237	1	11	10	100	820	300	0.01	3.42967166724228	0.0134146341463415	4.60077906581281	0.00438460787950623	0.673532041142035	0.745454545454545	0.0359537846119511	5.52296273736468	1	100	1
SPNCRNA.1238	4	32	0	100	1798	300	0.04	13.7186866689691	0.017797552836485	6.103976270954	0.037563286968844	0.369917431855713	2.2475	0.675387899699815	6.65111542476572	1	103	1
SPNCRNA.1239	4	21	10	100	1082	300	0.04	13.7186866689691	0.0194085027726433	6.65647920629278	0.0554542706831016	0.585207244627966	2.06095238095238	0.60001520879116	6.33194238687459	1	103	1
SPNCRNA.124	1	0	1	100	150	300	0.01	3.42967166724228	0	0	0.0577765545925511	8.27870929775896	NA	0.0866648318888267	12.4180639466384	0	101	1
SPNCRNA.1240	4	1	2	100	86	300	0.04	13.7186866689691	0.0116279069767442	3.98799031074684	0.426108445717464	93.9671732569018	3.44	0.366453263317019	80.8117690009356	1	103	1
SPNCRNA.1241	0	11	1	35	544	300	0	0	0.0202205882352941	6.93499785655608	0.00843437698064696	0.473726222726494	0	0.131094316499198	7.36305900466322	0	35	1
SPNCRNA.1242	0	6	4	100	291	300	0	0	0.0206185567010309	7.07148797369542	0.0157393406208896	0.93492067967121	0	0.0458014812067887	2.72061917784322	2	98	1
SPNCRNA.1243	0	16	2	100	1890	300	0	0	0.00846560846560847	2.90342575004637	0.00576104614150375	0.317064970660191	0	0.108883772074421	5.99252794547761	0	100	1
SPNCRNA.1244	1	2	6	100	847	300	0.01	3.42967166724228	0.00236127508854782	0.809839826975745	0.0179700152612445	6.97865092307548	4.235	0.152206029262741	59.1091733184494	0	101	1
SPNCRNA.1245	0	5	28	100	1152	300	0	0	0.00434027777777778	1.48857277224057	0.0190383591688732	1.16008855872718	0	0.219321897625419	13.3642201965371	0	100	1
SPNCRNA.1246	1	46	145	100	1130	300	0.01	3.42967166724228	0.0407079646017699	13.9614952825792	0.00111288064876816	0.145684955633947	0.245652173913043	0.0125755513310802	1.6462399986636	3	98	1
SPNCRNA.1247	3	7	8	100	339	300	0.03	10.2890150017268	0.0206489675516224	7.08191789696046	0.0880775067426534	1.82748877281164	1.45285714285714	0.298582747857595	6.19518693983146	2	101	1
SPNCRNA.1248	0	5	30	100	552	300	0	0	0.00905797101449275	3.10658665511076	0.0190383591688732	1.16008855872718	0	0.10509174261218	6.40368884417405	0	100	1
SPNCRNA.1249	2	4	7	100	542	300	0.02	6.85934333448456	0.00738007380073801	2.53112300165482	0.0638181358093923	3.14803144559117	2.71	0.345894296086906	17.0623304351041	0	102	1
SPNCRNA.1250	2	117	6	100	1592	300	0.02	6.85934333448456	0.0734924623115578	25.2055015745821	0.00292492154773235	0.0700236140004911	0.272136752136752	0.046564751039899	1.11477593488782	6	96	1
SPNCRNA.1251	0	6	51	100	605	300	0	0	0.00991735537190083	3.40132727329813	0.0157393406208896	0.93492067967121	0	0.0952230107563819	5.65627011201082	0	100	1
SPNCRNA.1252	0	20	0	100	3094	300	0	0	0.00646412411118293	2.21698233176618	0.00459577388787386	0.250708753220746	0	0.142193244090817	7.75692882464989	0	100	1
SPNCRNA.1253	27	129	2	100	1559	300	0.27	92.6011350155416	0.0827453495830661	28.3789381061099	0.135141242344237	0.322132364377774	3.26302325581395	2.10685196814665	5.02204356064949	9	118	0.0229755912167139
SPNCRNA.1255	0	0	0	100	228	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1256	0	0	0	100	833	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1257	0	14	1	100	1551	237	0	0	0.00902643455834945	3.09577068609877	0.0065974714867639	0.365411596620526	0	0.102326782759708	5.66753386358436	0	100	1
SPNCRNA.1258	28	208	1	100	627	137	0.28	96.0308066827838	0.331738437001595	113.775391831961	0.0888492628403728	0.20267547679865	0.844038461538461	0.557084878009138	1.27077523952754	31	97	1
SPNCRNA.1259	3	15	303	100	640	300	0.03	10.2890150017268	0.0234375	8.03829297009909	0.046101519525487	0.73204421859004	1.28	0.295049724963117	4.68508299897626	2	101	1
SPNCRNA.1260	0	8	142	100	703	300	0	0	0.0113798008534851	3.90289805660572	0.0116892782926356	0.673070909790981	0	0.082175626397228	4.7316884958306	1	99	1
SPNCRNA.1261	11	2	282	100	705	300	0.11	37.7263883396651	0.00283687943262411	0.972956501345328	1.15807621245357	35.8907424247376	38.775	8.16443729779764	253.0297340944	0	111	7.44011680911772e-05
SPNCRNA.1262	0	3	1	100	519	300	0	0	0.00578034682080925	1.98246917181635	0.0327971598819604	2.22593021867193	0	0.170217259787374	11.5525778349073	0	100	1
SPNCRNA.1263	0	161	6	100	5085	300	0	0	0.031661750245821	10.8589407753394	0.000565316506747438	0.0299149992091752	0	0.0287463443681072	1.52117770978656	3	97	1
SPNCRNA.1264	0	51	9	100	1437	300	0	0	0.0354906054279749	12.1721123889601	0.00178997256498559	0.0955981914009031	0	0.0257219057588429	1.37374601043098	3	97	1
SPNCRNA.1265	1	8	10	100	444	300	0.01	3.42967166724228	0.018018018018018	6.17958858962573	0.00586171689225921	0.973546520057376	0.555	0.0260260230016309	4.32254654905475	1	100	1
SPNCRNA.1266	2	0	6	100	432	300	0.02	6.85934333448456	0	0	0.246676758328458	19.4460633145857	NA	1.06564359597894	84.0069935190104	0	102	1
SPNCRNA.1267	1	12	10	100	502	300	0.01	3.42967166724228	0.0239043824701195	8.1984183280692	0.0040448521341888	0.610617545978525	0.418333333333333	0.0203051577136278	3.06530008081219	2	99	1
SPNCRNA.1268	6	14	13	100	604	300	0.06	20.5780300034537	0.0231788079470199	7.94957008963442	0.147303254432612	1.18965535934529	2.58857142857143	0.889711656772976	7.18551837044558	2	104	1
SPNCRNA.1269	0	112	2	100	1570	300	0	0	0.0713375796178344	24.4664475624927	0.0008131346553243	0.0431091845553948	0	0.0127662140885915	0.676814197519699	6	94	1
SPNCRNA.1270	4	3	2	100	366	300	0.04	13.7186866689691	0.00819672131147541	2.81120628462482	0.253716790119337	7.46861872267986	4.88	0.928603451836773	27.3351445250083	0	104	1
SPNCRNA.1271	1	26	9	100	1291	300	0.01	3.42967166724228	0.0201394268009295	6.90716214936478	0.00194013628088687	0.264049615251165	0.496538461538462	0.0250471593862495	3.40888053289255	1	100	1
SPNCRNA.1272	0	0	0	100	320	163	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1273	0	18	1	100	1607	300	0	0	0.0112009956440573	3.84157374053273	0.00511285240857114	0.280011224227739	0	0.0821635382057381	4.49978037333976	1	99	1
SPNCRNA.1275	2	19	10	100	1068	300	0.02	6.85934333448456	0.0177902621722846	6.10147581250967	0.0169524113891639	0.46686156027615	1.12421052631579	0.18105175363627	4.98608146374928	1	101	1
SPNCRNA.1276	4	132	3	100	2077	300	0.04	13.7186866689691	0.0635532017332691	21.7966615347126	0.00955382413190187	0.0848523850416885	0.629393939393939	0.198432927219602	1.76238403731587	6	98	1
SPNCRNA.1277	4	42	2	100	1402	300	0.04	13.7186866689691	0.0299572039942939	10.2743373769027	0.029046161269645	0.277026853875976	1.3352380952381	0.407227181000423	3.88391649134118	3	101	1
SPNCRNA.1278	0	30	10	100	1975	300	0	0	0.0151898734177215	5.20962784897561	0.00305234191746883	0.164578840345685	0	0.0602837528700095	3.25043209682729	1	99	1
SPNCRNA.1279	4	95	4	100	3455	300	0.04	13.7186866689691	0.0274963820549928	9.43035624856777	0.0131936813436752	0.118724768920135	1.45473684210526	0.455841690423979	4.10194076619066	2	102	1
SPNCRNA.128	32	920	525	100	459	300	0.32	109.749493351753	2.00435729847495	687.42874376098	0.0240353656707027	0.0500603469348461	0.159652173913043	0.110322328428526	0.229776992430944	88	44	1
SPNCRNA.1280	7	48	1	100	2415	300	0.07	24.007701670696	0.0198757763975155	6.81673871750018	0.0603782279264116	0.335014835715109	3.521875	1.45813420442284	8.09060828251988	2	105	1
SPNCRNA.1281	14	68	281	100	808	300	0.14	48.0154033413919	0.0841584158415842	28.8635734371875	0.110825347976366	0.376056720124833	1.66352941176471	0.895468811649038	3.03853829860865	8	106	1
SPNCRNA.1282	2	3	12	100	472	300	0.02	6.85934333448456	0.00635593220338983	2.17987605968789	0.0782648165603505	4.86773260028688	3.14666666666667	0.369409934164854	22.9756978733541	0	102	1
SPNCRNA.1283	1	2	1	100	1109	300	0.01	3.42967166724228	0.0018034265103697	0.618516080656858	0.0179700152612445	6.97865092307548	5.545	0.199287469247202	77.3932387369071	0	101	1
SPNCRNA.1284	0	8	10	100	262	300	0	0	0.0305343511450382	10.4722798999764	0.0116892782926356	0.673070909790981	0	0.0306259091267052	1.76344578365237	2	98	1
SPNCRNA.1285	0	68	2	100	2934	300	0	0	0.0231765507839127	7.94879595679874	0.00134100853295958	0.071378156983176	0	0.0393451903570341	2.09423512588638	2	98	1
SPNCRNA.1286	0	76	2	100	2655	300	0	0	0.0286252354048964	9.81751588363139	0.00119943495785576	0.0637745380674321	0	0.0318449981310704	1.69321398569032	2	98	1
SPNCRNA.1287	11	19	22	100	599	300	0.11	37.7263883396651	0.0317195325542571	10.8787582099505	0.258539304641178	1.27748807387288	3.46789473684211	1.54865043480066	7.65215356249854	3	108	1
SPNCRNA.1288	1	1	0	100	801	0	0.01	3.42967166724228	0.00124843945068664	0.428173741228749	0.027408528703162	36.4849938072245	8.01	0.219542314912327	292.244800395868	0	101	1
SPNCRNA.1289	0	65	10	100	1218	300	0	0	0.0533661740558292	18.3028455148398	0.00140311402199916	0.074718813971507	0	0.0170899287879498	0.910075154172955	5	95	1
SPNCRNA.1290	0	73	63	100	575	300	0	0	0.12695652173913	43.5419185580324	0.0012488776032341	0.0664281626427554	0	0.00718104621859609	0.381961935195843	11	89	1
SPNCRNA.1292	1	30	21	100	1066	300	0.01	3.42967166724228	0.0281425891181989	9.65198405415276	0.00168902937199498	0.227153129587376	0.355333333333333	0.0180050531054665	2.42145236140143	2	99	1
SPNCRNA.1293	0	37	12	100	768	300	0	0	0.0481770833333333	16.5231577718704	0.00247136631781596	0.132669995524611	0	0.0189800933208266	1.01890556562901	4	96	1
SPNCRNA.1294	15	7	3	100	1558	300	0.15	51.4450750086342	0.00449293966623877	1.54093078759281	0.822015671212758	5.78688249369265	33.3857142857143	12.8070041574948	90.1596292517315	0	115	1.04266807739717e-09
SPNCRNA.1296	0	20	20	100	574	300	0	0	0.0348432055749129	11.9500754956177	0.00459577388787386	0.250708753220746	0	0.026379742116396	1.43906824348708	3	97	1
SPNCRNA.1297	7	38	9	100	907	300	0.07	24.007701670696	0.041896361631753	14.369076444896	0.0751890918108839	0.429876757328988	1.67078947368421	0.681965062724717	3.89898218897392	4	103	1
SPNCRNA.1298	0	2	1	20	401	287	0	0	0.00498753117206983	1.71055943503356	0.0514242900386907	4.05388820080272	0	1.03105701527575	81.2804584260946	0	20	1
SPNCRNA.13	2	10	4	100	224	300	0.02	6.85934333448456	0.0446428571428571	15.3110342287602	0.0303002114505232	0.965353981350509	0.448	0.0678724736491719	2.16239291822514	4	98	1
SPNCRNA.130	1	33	10	100	800	300	0.01	3.42967166724228	0.04125	14.1473956273744	0.00153958136153327	0.205601017062752	0.242424242424242	0.0123166508922661	1.64480813650201	4	97	1
SPNCRNA.1300	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.1301	0	5	1	100	1883	300	0	0	0.00265533722782793	0.910693485725512	0.0190383591688732	1.16008855872718	0	0.358492303149882	21.8444675608328	0	100	1
SPNCRNA.1302	0	15	3	100	998	300	0	0	0.0150300601202405	5.15481713513369	0.00615095181701504	0.339527058120729	0	0.0613864991338101	3.38848004004488	1	99	1
SPNCRNA.1303	1	2	0	100	507	300	0.01	3.42967166724228	0.00394477317554241	1.35292767938551	0.0179700152612445	6.97865092307548	2.535	0.0911079773745098	35.3817601799927	0	101	1
SPNCRNA.1304	0	0	0	100	684	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1305	0	61	9	100	1524	300	0	0	0.0400262467191601	13.7276884318753	0.00149545868574188	0.0796917976497406	0	0.0227907903707062	1.21450299618205	3	97	1
SPNCRNA.1307	2	8	0	100	1475	300	0.02	6.85934333448456	0.00542372881355932	1.860160904267	0.0367281083767776	1.26151517249186	3.6875	0.54173959855747	18.6073487942549	0	102	1
SPNCRNA.1308	0	10	3	100	1173	300	0	0	0.00852514919011083	2.92384626363366	0.00929728784483565	0.525639636497703	0	0.109057186419922	6.16575293611806	0	100	1
SPNCRNA.1309	0	10	2	100	1047	300	0	0	0.00955109837631328	3.27571314922854	0.00929728784483565	0.525639636497703	0	0.0973426037354292	5.50344699413095	0	100	1
SPNCRNA.131	6	72	76	100	348	300	0.06	20.5780300034537	0.206896551724138	70.9587241498403	0.0326922761019568	0.198872543553108	0.29	0.11376912083481	0.692076451564817	18	88	1
SPNCRNA.1310	0	0	1	100	159	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1311	1	7	4	100	998	300	0.01	3.42967166724228	0.00701402805611222	2.40558132972905	0.00660323359662749	1.14229470290644	1.42571428571429	0.0659002712943424	11.4001011350062	0	101	1
SPNCRNA.1312	0	18	4	100	2421	300	0	0	0.00743494423791822	2.54994176003143	0.00511285240857114	0.280011224227739	0	0.123782156811507	6.77907173855355	0	100	1
SPNCRNA.1313	0	2	3	100	988	300	0	0	0.00202429149797571	0.694265519684672	0.0514242900386907	4.05388820080272	0	0.508071985582265	40.0524154239309	0	100	1
SPNCRNA.1314	0	4	4	100	708	300	0	0	0.00564971751412429	1.93766760861146	0.0240893601812892	1.52670069174082	0	0.170552670083528	10.809040897525	0	100	1
SPNCRNA.1315	0	4	3	100	695	300	0	0	0.00575539568345324	1.97391175093081	0.0240893601812892	1.52670069174082	0	0.16742105325996	10.6105698075987	0	100	1
SPNCRNA.1316	1	108	0	100	2906	300	0.01	3.42967166724228	0.037164487267722	12.7461989009692	0.000479316182354025	0.0609454403550575	0.269074074074074	0.013928928259208	1.77107449671797	3	98	1
SPNCRNA.1317	11	4	22	100	294	300	0.11	37.7263883396651	0.0136054421768707	4.66621995543167	0.812660509210282	10.2187772031187	8.085	2.38922189707823	30.0432049771688	1	110	1
SPNCRNA.1318	0	204	4	100	1921	300	0	0	0.106194690265487	36.4212920415109	0.000446026626246751	0.0235813314364449	0	0.00856817149020009	0.452997376894106	9	91	1
SPNCRNA.1319	5	4	7	100	588	300	0.05	17.1483583362114	0.00680272108843537	2.33310997771584	0.292873678803667	5.51760650706156	7.35	1.72209723136556	32.4435262615219	0	105	1
SPNCRNA.132	10	30	39	100	1012	300	0.1	34.2967166724228	0.0296442687747036	10.1670108712716	0.152672451903404	0.709998714876712	3.37333333333333	1.54504521326245	7.18518699455232	3	107	1
SPNCRNA.1320	3	91	2	100	1666	300	0.03	10.2890150017268	0.0546218487394958	18.7335007034242	0.00834771386500173	0.107526893799738	0.549230769230769	0.139072912990929	1.79139805070363	5	98	1
SPNCRNA.1321	1	45	1	100	1304	300	0.01	3.42967166724228	0.0345092024539877	11.8355233915569	0.00113712356732569	0.149026177050859	0.289777777777778	0.0148280913179271	1.9433013487432	3	98	1
SPNCRNA.1322	4	11	5	100	611	300	0.04	13.7186866689691	0.0180032733224223	6.17453164315304	0.0978590667085697	1.23052614057963	2.22181818181818	0.597918897589361	7.51851471894151	1	103	1
SPNCRNA.1323	2	8	0	100	1695	300	0.02	6.85934333448456	0.00471976401179941	1.61872409073382	0.0367281083767776	1.26151517249186	4.2375	0.622541436986381	21.382682173737	0	102	1
SPNCRNA.1324	2	108	4	100	3234	300	0.02	6.85934333448456	0.0333951762523191	11.4534489815141	0.0031654660304462	0.0759569037369616	0.598888888888889	0.10237117142463	2.45644626685334	3	99	1
SPNCRNA.1325	0	12	5	100	950	300	0	0	0.0126315789473684	4.33221684283235	0.00771806013949717	0.431135285113533	0	0.0733215713252231	4.09578520857857	1	99	1
SPNCRNA.1326	0	0	0	100	264	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1327	1	43	6	100	1127	300	0.01	3.42967166724228	0.0381543921916593	13.0857037880584	0.00118892238367991	0.15619027355955	0.262093023255814	0.0133991552640726	1.76026438301613	3	98	1
SPNCRNA.1328	0	13	0	100	1018	300	0	0	0.012770137524558	4.37973788547639	0.00711390234765344	0.395564521747562	0	0.072419525899112	4.02684683139018	1	99	1
SPNCRNA.1329	1	8	5	100	713	300	0.01	3.42967166724228	0.0112201963534362	3.84815895342752	0.00586171689225921	0.973546520057376	0.89125	0.0417940414418082	6.94138668800909	1	100	1
SPNCRNA.133	165	520	205	100	876	300	1.65	565.895825094976	0.593607305936073	203.587815863697	0.265281718784633	0.379396699440215	2.77961538461538	2.32386785655338	3.32351508709629	98	167	2.84742892097227e-10
SPNCRNA.1331	1	8	17	100	2086	300	0.01	3.42967166724228	0.00383509108341323	1.31531032300759	0.00586171689225921	0.973546520057376	2.6075	0.122275414372527	20.3081804083969	0	101	1
SPNCRNA.1332	1	62	157	100	1376	300	0.01	3.42967166724228	0.0450581395348837	15.453462454144	0.00082981925837066	0.107218374424161	0.221935483870968	0.0114183129951803	1.47532483207645	4	97	1
SPNCRNA.1333	2	4	22	100	310	300	0.02	6.85934333448456	0.0129032258064516	4.42538279644165	0.0638181358093923	3.14803144559117	1.55	0.197836221009116	9.75889748133261	1	101	1
SPNCRNA.1334	3	13	11	100	505	300	0.03	10.2890150017268	0.0257425742574257	8.82885775725735	0.0523338859955796	0.862462925029247	1.16538461538462	0.264286124277677	4.3554377713977	2	101	1
SPNCRNA.1335	1	2	8	100	725	300	0.01	3.42967166724228	0.00275862068965517	0.94611632199787	0.0179700152612445	6.97865092307548	3.625	0.130282610644023	50.5952191922973	0	101	1
SPNCRNA.1336	1	8	5	100	950	300	0.01	3.42967166724228	0.00842105263157895	2.88814456188824	0.00586171689225921	0.973546520057376	1.1875	0.0556863104764625	9.24869194054507	0	101	1
SPNCRNA.1337	6	29	3	100	1737	300	0.06	20.5780300034537	0.0166954519286126	5.72599184513679	0.0772170349469088	0.522027177909498	3.59379310344828	1.34125989702781	9.06761208028798	1	105	1
SPNCRNA.1338	0	17	2	100	2507	300	0	0	0.0067810131631432	2.32566487208292	0.00541762860743838	0.297388981119444	0	0.13581994918848	7.45554175666445	0	100	1
SPNCRNA.1339	0	5	1	100	459	300	0	0	0.0108932461873638	3.73602578130967	0.0190383591688732	1.16008855872718	0	0.087386068585128	5.32480648455777	1	99	1
SPNCRNA.134	0	1	0	100	424	300	0	0	0.00235849056603774	0.808884827179783	0.120791776113059	17.3080587281839	0	0.51215713071937	73.3861690074999	0	100	1
SPNCRNA.1340	0	6	18	100	757	300	0	0	0.00792602377807133	2.71836591855399	0.0157393406208896	0.93492067967121	0	0.119146808500134	7.07734954511106	0	100	1
SPNCRNA.1342	1	1	5	100	274	300	0.01	3.42967166724228	0.00364963503649635	1.25170498804463	0.027408528703162	36.4849938072245	2.74	0.0750993686466638	99.9688830317951	0	101	1
SPNCRNA.1343	0	31	23	100	1342	300	0	0	0.0230998509687034	7.92249043848813	0.00295316473031761	0.159112070807008	0	0.0396314706808623	2.13528399023005	2	98	1
SPNCRNA.1344	1	32	16	100	1068	248	0.01	3.42967166724228	0.0299625468164794	10.27616978949	0.00158636952447218	0.212316189610862	0.33375	0.0169424265213629	2.26753690504401	2	99	1
SPNCRNA.1345	0	3	6	100	663	300	0	0	0.00452488687782805	1.55188763223633	0.0327971598819604	2.22593021867193	0	0.217445170017397	14.7579173497949	0	100	1
SPNCRNA.1346	0	0	2	100	275	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1348	0	1	0	100	696	300	0	0	0.0014367816091954	0.492768917707224	0.120791776113059	17.3080587281839	0	0.84071076174689	120.46408874816	0	100	1
SPNCRNA.1349	0	5	6	100	264	300	0	0	0.0189393939393939	6.49559027886795	0.0190383591688732	1.16008855872718	0	0.0502612682058252	3.06263379503976	1	99	1
SPNCRNA.135	18	321	240	100	1010	300	0.18	61.734090010361	0.317821782178218	109.002436156908	0.0337972099042164	0.0918454236920213	0.566355140186916	0.341351820032586	0.927638779289415	28	90	1
SPNCRNA.1350	0	10	13	100	1219	300	0	0	0.00820344544708778	2.81351244236446	0.00929728784483565	0.525639636497703	0	0.113333938828547	6.407547168907	0	100	1
SPNCRNA.1351	3	198	25	100	974	300	0.03	10.2890150017268	0.203285420944559	69.7202248576973	0.00387753272843034	0.0488030603886251	0.147575757575758	0.0377671687749115	0.475341808185208	17	86	1
SPNCRNA.1352	38	51	0	100	1241	300	0.38	130.327523355207	0.0410958904109589	14.0945410982559	0.479530742499466	1.15605388314421	9.24666666666667	5.95097651441838	14.3466286898197	5	133	4.73441186922923e-14
